,node,node.type,current_rangetxt,event_type,event_txt,ana_dispersal_from,dispersal_to,event_time,abs_event_time,nmap
252,5,tip,B,d,B->AB,B,A,4.06816447673209,3.45064791126791,131
253,22,internal,A,d,A->AB,A,B,1.10309200086792,2.63618165913208,131
254,5,tip,A,d,A->AB,A,B,5.58062571721663,1.93818667078337,132
255,15,internal,A,d,A->AC,A,C,0.0417382003424169,8.42335468805758,132
256,22,internal,A,d,A->AB,A,B,0.38225663960393,3.35701702039607,132
257,5,tip,A,d,A->AB,A,B,2.44919962423889,5.06961276376111,133
258,22,internal,A,d,A->AB,A,B,1.30528141841097,2.43399224158903,133
259,5,tip,A,d,A->AB,A,B,7.45988160630364,0.0589307816963593,134
260,7,tip,B,d,B->AB,B,A,1.75820266609434,0.324724420905663,134
261,20,internal,B,d,B->AB,B,A,0.0145823021775044,8.33299087282249,134
262,5,tip,B,d,B->AB,B,A,0.649973756434397,6.8688386315656,135
